



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
5155;"Colegio Público Felipe II";"";"";"Comedor - Planes de mejora";"METRO: Ventilla BUS: 42 , 147";"ENSEÑANZA: Educación Infantil - Primaria";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c10ea3f5ca71c010VgnVCM1000000b205a0aRCRD";"ASTURIAS";"AVENIDA";"V";"70";"";"";"";"";"MADRID";"MADRID";"28029";"ALMENARA";"TETUAN";"440828";"4480690";"40.47290570166502";"-3.699341838889918";"913 157 353";"917 339 393";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5158;"Colegio Público Fernando el Católico";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Quevedo   BUS: 16 , 61 , 149";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c2ea3f5ca71c010VgnVCM1000000b205a0aRCRD";"FERNANDO EL CATOLICO";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28015";"ARAPILES";"CHAMBERI";"439912";"4476390";"40.434103689530446";"-3.7097392943348284";"914 442 902";"914 469 251";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5156;"Colegio Público Fernández de Moratín";"";"";"Comedor - Horario ampliado - Comedor - Planes de mejora";"BUS: 46 , 75";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=171ea3f5ca71c010VgnVCM1000000b205a0aRCRD";"VALLADOLID";"AVENIDA";"NUM";"2";"";"";"";"";"MADRID";"MADRID";"28008";"CASA DE CAMPO";"MONCLOA-ARAVACA";"438415";"4475584";"40.42673321856838";"-3.7273094844478685";"915 479 787 - 915 596 791";"915 596 791";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5159;"Colegio Público Filósofo Séneca";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Parque de Santa María BUS: 9 , 107";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b14ea3f5ca71c010VgnVCM1000000b205a0aRCRD";"SANTA ADELA";"CALLE";"V";"21";"";"";"";"";"MADRID";"MADRID";"28033";"PINAR DEL REY";"HORTALEZA";"444995";"4481266";"40.478381551999256";"-3.6502374703975162";"917 638 145";"913 817 216";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5160;"Colegio Público Fontarrón";"";"";"Comedor - Transporte - Integración (preferentemente motóricos) - Horario ampliado - Planes de mejora";"BUS: 8 , 20 , 30 , 45 , 63 , 71 , 100 , 143 , E";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=075ea3f5ca71c010VgnVCM1000000b205a0aRCRD";"ARROYO FONTARRON";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28030";"PAVONES";"MORATALAZ";"446341";"4472013";"40.39511351284605";"-3.6335755702199677";"917 720 378";"913 050 045";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5161;"Colegio Público Francisco Arranz";"";"";"Transporte - Comedor - Horario ampliado - Planes de mejora";"BUS: 34";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5c6ea3f5ca71c010VgnVCM1000000b205a0aRCRD";"SONDICA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28044";"LAS AGUILAS";"LATINA";"435371";"4469859";"40.37492895164089";"-3.762609414778231";"917 066 882";"917 066 882";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5165;"Colegio Público Francisco Fatóu";"";"";"Comedor - Transporte -  Horario ampliado - Planes de mejora - Integración preferente (Trastornos generales del desarrollo)";"BUS: 58 , 142";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=91cea3f5ca71c010VgnVCM1000000b205a0aRCRD";"SUERTE";"CAMINO";"S/N";"23";"";"";"";"";"MADRID";"MADRID";"28031";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"447611";"4469880";"40.37597903288599";"-3.6184358604020184";"913 321 050";"913 323 222";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5166;"Colegio Público Francisco Ruano";"";"";"Planes de mejora";"BUS: 24 , 102 , 111 , 144 RENFE: Entrevias";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e6dea3f5ca71c010VgnVCM1000000b205a0aRCRD";"ALMURADIEL";"CALLE";"NUM";"150";"";"";"";"";"MADRID";"MADRID";"28053";"ENTREVIAS";"PUENTE DE VALLECAS";"442936";"4470370";"40.380085637390486";"-3.673547648504667";"917 862 196";"917 862 196";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5162;"Colegio Público Francisco de Goya";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Puerta del Angel BUS: 31 , 33 , 36 , 39 , 65 , 138";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a18ea3f5ca71c010VgnVCM1000000b205a0aRCRD";"ANTILLON";"CALLE";"NUM";"23";"";"";"";"";"MADRID";"MADRID";"28011";"PUERTA DEL ANGEL";"LATINA";"438360";"4473859";"40.411189612846165";"-3.727790340862767";"914 637 472";"914 633 270";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5163;"Colegio Público Francisco de Luis";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Estrella BUS: 8 , 20 , 30 , 32 , 113";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f69ea3f5ca71c010VgnVCM1000000b205a0aRCRD";"CORREGIDOR RODRIGO RODRIGUEZ";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28030";"MEDIA LEGUA";"MORATALAZ";"444085";"4473553";"40.40883801642817";"-3.660292565776491";"914 394 600";"913 284 275";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5164;"Colegio Público Francisco de Quevedo";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Menéndez Pelayo BUS: 24 , 37 , 54 , 57 , 102 , 141 , 152";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4caea3f5ca71c010VgnVCM1000000b205a0aRCRD";"GRANADA";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28007";"PACIFICO";"RETIRO";"442466";"4473110";"40.404727692050116";"-3.679332106624429";"915 515 211";"914 333 827";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5167;"Colegio Público Fray Junípero Serra";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Nueva Numancia BUS: 10 , 24 , 54 , 57 , 58 , 310 , 410";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3ceea3f5ca71c010VgnVCM1000000b205a0aRCRD";"VALDERRIBAS";"CAMINO";"V";"120";"";"";"";"";"MADRID";"MADRID";"28038";"NUMANCIA";"PUENTE DE VALLECAS";"444255";"4472050";"40.395309545329106";"-3.658157243926342";"914 304 882";"914 376 926";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
176824;"Colegio Público Gabriela Mistral";"";"";"Comedor - Horario ampliado";"METRO: Las Tablas  BUS: 172, 176";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f044b6faa61c010VgnVCM1000000b205a0aRCRD";"MIRALLOS";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28050";"VALVERDE";"FUENCARRAL-EL PARDO";"443552";"4484536";"40.50774206131332";"-3.6675525270094127";"913 586 549";"913 586 557";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5082;"Colegio Público Gandhi";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: García Noblejas BUS: 70 , 109 , 106";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=810fa3f5ca71c010VgnVCM1000000b205a0aRCRD";"GANDHI";"CALLE";"NUM";"10";"";"";"";"";"MADRID";"MADRID";"28017";"PUEBLO NUEVO";"CIUDAD LINEAL";"446115";"4475193";"40.423746261606965";"-3.6365082780370956";"917 544 592 - 913 044 982 ";"913 045 222";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5169;"Colegio Público Garcilaso de la Vega";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Canillas BUS: 73 , 112 , 120";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2c2fa3f5ca71c010VgnVCM1000000b205a0aRCRD";"TREFACIO";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28043";"CANILLAS";"HORTALEZA";"446353";"4479992";"40.46699372886275";"-3.634108987557183";"913 882 060";"917 161 701";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5168;"Colegio Público García Morente";"";"";"Comedor - Transporte - Planes de mejora";"BUS: 102 , 103 , 111";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d61fa3f5ca71c010VgnVCM1000000b205a0aRCRD";"SUR";"RONDA";"V";"229";"";"";"";"";"MADRID";"MADRID";"28053";"ENTREVIAS";"PUENTE DE VALLECAS";"443615";"4469619";"40.37336648575158";"-3.665482524950977";"917 852 016";"917 856 013";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5171;"Colegio Público Giner de los Ríos";"";"";"Comedor - Transporte - Planes de mejora";"BUS: 24 , 103 , 111 , 144 RENFE: Entrevias";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c65fa3f5ca71c010VgnVCM1000000b205a0aRCRD";"MEMBEZAR";"CALLE";"V";"25";"";"";"";"";"MADRID";"MADRID";"28053";"ENTREVIAS";"PUENTE DE VALLECAS";"443366";"4470305";"40.379529471156005";"-3.6684765035279683";"917 858 021";"917 858 021";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5172;"Colegio Público Gloria Fuertes";"";"";"Comedor -  Horario ampliado - Planes de mejora";"BUS: 78 , 81 , 116 RENFE: Orcasitas";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1c6fa3f5ca71c010VgnVCM1000000b205a0aRCRD";"CENSO";"CALLE";"NUM";"3";"";"";"";"";"MADRID";"MADRID";"28041";"ORCASITAS";"USERA";"440245";"4469195";"40.369311628795366";"-3.7051368370067617";"913 414 448 - 913 412 180";"913 410 018";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5174;"Colegio Público Gonzalo Fernández de Córdoba";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 65";"ENSEÑANZA: Educacion Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b69fa3f5ca71c010VgnVCM1000000b205a0aRCRD";"ADANERO";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28024";"CAMPAMENTO";"LATINA";"433973";"4472004";"40.39414213700213";"-3.7792987452696023";"917 113 625";"917 113 735";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5173;"Colegio Público Gonzalo de Berceo";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Plaza Elíptica BUS: 47 , 55 , 81 , 247";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618fa3f5ca71c010VgnVCM1000000b205a0aRCRD";"ABRANTES";"AVENIDA";"NUM";"5";"";"";"";"";"MADRID";"MADRID";"28025";"ABRANTES";"CARABANCHEL";"438827";"4470916";"40.38471221481113";"-3.722003386269505";"915 697 819 (Infantil y Primer ciclo de Primaria) - 915 697 225 ( Segundo y tercer ciclo primaria)";"91 469 21 74";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5176;"Colegio Público Guindalera";"";"";"Comedor. Planes de mejora.";"METRO: Parque Avenidas  BUS: 43 , 48 , 74 , 53";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0cafa3f5ca71c010VgnVCM1000000b205a0aRCRD";"BOSTON";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28028";"GUINDALERA";"SALAMANCA";"443538";"4476715";"40.437285997697046";"-3.6670202290755864";"917 252 437 - 913 559 839                  
";"917 255 776";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5177;"Colegio Público Gustavo Adolfo Bécquer";"";"";"Comedor - Horario ampliado - Transporte - Planes de mejora";"BUS: 15 , 28 , 110 , 113 , 210";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=51cfa3f5ca71c010VgnVCM1000000b205a0aRCRD";"SANTA GENOVEVA";"CALLE";"V";"32";"";"";"";"";"MADRID";"MADRID";"28017";"VENTAS";"CIUDAD LINEAL";"445052";"4475231";"40.42401892228641";"-3.6490417567786837";"914 051 507";"914 053 498";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5178;"Colegio Público Haití";"";"";"Comedor -  Horario ampliado - Planes de mejora";"METRO: Carabanchel , Eugenia de Montijo BUS: 17 , 35";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a6dfa3f5ca71c010VgnVCM1000000b205a0aRCRD";"GUABAIRO";"CALLE";"NUM";"22";"";"";"";"";"MADRID";"MADRID";"28047";"VISTA ALEGRE";"CARABANCHEL";"436762";"4471084";"40.38607118178492";"-3.7463468868792895";"914 220 250";"914 651 108";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5179;"Colegio Público Hermanos Pinzón";"";"";"Comedor - Horario ampliado";"BUS: 36 , 39 , 65 , 121 , 131";"ENSEÑANZA: Educación Infantil - Primaria  Otra sede en C/ Calamón, 3";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fbefa3f5ca71c010VgnVCM1000000b205a0aRCRD";"AZOR";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28024";"CAMPAMENTO";"LATINA";"434868";"4472489";"40.398581785882875";"-3.7688034732056224";"915 186 040";"915 186 040";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5180;"Colegio Público Hernán Cortés";"";"";"Comedor - Transporte - Integración (preferentemente auditivos) - Horario ampliado - Planes de mejora";"BUS: 31 , 138 , 121";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4100a3f5ca71c010VgnVCM1000000b205a0aRCRD";"LOS YEBENES";"CALLE";"V";"241";"";"";"";"";"MADRID";"MADRID";"28047";"ALUCHE";"LATINA";"436348";"4471655";"40.391183407465824";"-3.7512812696024738";"917 176 844";"917 180 472";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5182;"Colegio Público Honduras";"";"";"Comedor - Transporte -  Horario ampliado - Planes de mejora";"METRO: Villa de Vallecas  BUS: 54 , 58 , 103 , 142";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9610a3f5ca71c010VgnVCM1000000b205a0aRCRD";"FEDERICO GARCIA LORCA";"PASEO";"NUM";"19";"";"";"";"";"MADRID";"MADRID";"28031";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"447414";"4470078";"40.377750319496414";"-3.6207727531375826";"913 325 719 - 913 317 441";"913 325 719";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
31747;"Colegio Público Hortaleza";"";"";"Comedor - Horario ampliado - Residencia";"BUS: 9 , 72 , 87 , 120 , 125";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=72f9059cb751c010VgnVCM2000000c205a0aRCRD";"VALDETORRES DE JARAMA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28043";"PINAR DEL REY";"HORTALEZA";"445202";"4480605";"40.47244065719513";"-3.647738240999276";"917 642 900";"913 816 099";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5183;"Colegio Público Ignacio Zuloaga";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Francos Rodríguez BUS: 44 , 126 , 127 , 128 , 132";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eb20a3f5ca71c010VgnVCM1000000b205a0aRCRD";"ALEJANDRO RODRIGUEZ";"CALLE";"NUM";"34";"";"";"";"";"MADRID";"MADRID";"28039";"BELLAS VISTAS";"TETUAN";"439782";"4478850";"40.456254963753004";"-3.711505537451778";"914 509 620";"913 980 080";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
176840;"Colegio Público Infanta Leonor";"";"";"Comedor - Horario ampliado - Planes de mejora";"";"ENSEÑANZA: Educacion Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=54244b6faa61c010VgnVCM1000000b205a0aRCRD";"MONASTERIO DE EL PAULAR";"CALLE";"";"140";"";"";"";"";"MADRID";"MADRID";"28049";"MIRASIERRA";"FUENCARRAL-EL PARDO";"439827";"4483668";"40.499669521430285";"-3.7114329556023478";"917 508 788";"917 508 847";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5184;"Colegio Público Isaac Albéniz";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 29 , 52 , 70 ,107";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3140a3f5ca71c010VgnVCM1000000b205a0aRCRD";"DRACENA";"CALLE";"NUM";"29";"";"";"";"";"MADRID";"MADRID";"28016";"NUEVA ESPAÑA";"CHAMARTIN";"443382";"4479707";"40.46422875441015";"-3.6691267410574406";"913 596 972";"913 596 972";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5185;"Colegio Público Isaac Peral";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Oporto BUS: 47 , 55 , 81 , 108 , 118 , 247";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8650a3f5ca71c010VgnVCM1000000b205a0aRCRD";"RUFINO NOVALVOS";"GLORIETA";"NUM";"5";"";"";"";"";"MADRID";"MADRID";"28025";"PUERTA BONITA";"CARABANCHEL";"438073";"4471098";"40.38629580500656";"-3.7309272123026656";"914 726 780";"914 726 780";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5186;"Colegio Público Isabel la Católica";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Tribunal BUS: 3 , 21, 37";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db60a3f5ca71c010VgnVCM1000000b205a0aRCRD";"BARCELO";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"440755";"4475555";"40.426642215368176";"-3.699722994908341";"915 217 840";"915 229 393";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5190;"Colegio Público Jaime Balmes";"";"";"Comedor - Integración (preferentemente auditivos) - Planes de mejora";"BUS: 24 , 102";"ENSEÑANZA: Educación infantil - Primaria - Enseñanza biling&uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2180a3f5ca71c010VgnVCM1000000b205a0aRCRD";"SIERRA DE LA SOLANA";"CALLE";"NUM";"2";"";"";"";"";"MADRID";"MADRID";"28053";"SAN DIEGO";"PUENTE DE VALLECAS";"443179";"4471236";"40.3879037093727";"-3.6707625153722523";"914 785 884";"914 771 646";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5191;"Colegio Público Jaime Vera";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Estrecho   BUS: 3 , 43 , 64 , 66 , 124 , 128";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7690a3f5ca71c010VgnVCM1000000b205a0aRCRD";"BRAVO MURILLO";"CALLE";"V";"162";"";"";"";"";"MADRID";"MADRID";"28020";"CUATRO CAMINOS";"TETUAN";"440503";"4478425";"40.45247841346628";"-3.702962807620527";"915 723 019 - 915 723 026";"915 709 453";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5192;"Colegio Público Javier de Miguel";"";"";"Comedor  - Horario ampliado";"BUS: 136, 310";"ENSEÑANZA: Educación infantil - Primaria - Enseñanza biling&uuml;e -";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cba0a3f5ca71c010VgnVCM1000000b205a0aRCRD";"JAVIER DE MIGUEL";"CALLE";"V";"90";"";"";"";"";"MADRID";"MADRID";"28018";"PALOMERAS BAJAS";"PUENTE DE VALLECAS";"444328";"4471036";"40.38617971853788";"-3.657208307609012";"913 035 102";"913 805 770";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5193;"Colegio Público Joaquín Costa";"";"";"Horario ampliado - Comedor - Planes de mejora - Integración preferente (Trastornos generales del desarrollo)";"METRO: Puerta Toledo, Pirámides, Acacias  BUS: 3, 17, 18, 23, 35, 36, 41, 62, 148, C";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&uuml;e -";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=11c0a3f5ca71c010VgnVCM1000000b205a0aRCRD";"PONTONES";"PASEO";"NUM";"8";"";"";"";"";"MADRID";"MADRID";"28005";"IMPERIAL";"ARGANZUELA";"439477";"4473224";"40.40555135378083";"-3.7145657673590473";"913 653 632 - 913 642 825";"913 653 559";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
5194;"Colegio Público Joaquín Dicenta";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 138";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=66d0a3f5ca71c010VgnVCM1000000b205a0aRCRD";"OLIVOS";"PASEO";"V";"70";"";"";"";"";"MADRID";"MADRID";"28011";"PUERTA DEL ANGEL";"LATINA";"437456";"4473250";"40.40563593391012";"-3.7383841619985705";"914 632 093";"917 550 696";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
6025;"Colegio Público Joaquín Turina";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS 29 , 125 , 129 , 150";"ENSEÑANZA: Educacion Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4cd4ae10c471c010VgnVCM1000000b205a0aRCRD";"ARTURO SORIA";"CALLE";"NUM";"332";"";"";"";"";"MADRID";"MADRID";"28033";"COSTILLARES";"CIUDAD LINEAL";"443633";"4481527";"40.480641242461274";"-3.66632834447267";"913 025 556";"913 022 741";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"; 
